"","date","text","month"
"2948","2020-03-29","re: Trump ""rethink your support for a man that would dangle respirators over a governor who disagrees with him."" @Frank_Schaeffer #Covid_19 #coronavirus","March"
"2949","2020-03-29","This is what every country needs. Strict and strong enforcement. Hats off to SG government. #CoronavirusOutbreak #singapura https://t.co/KoFJTcc7KQ","March"
"2950","2020-03-29","#COVID19
Entre los 50 países q tienen &gt; 500 casos confirmados, Chile hasta el momento es el de menor tasa de letalidad (muertes / confirmados)

0,33% Chile
0,35% Israel
0,36% Singapur
0,4% Australia
0,8% Alemania
1,8% USA
3% Ecuador
8,4% España
11% Italia

¿causas demográficas?","March"
"2951","2020-03-29","... vencer al #coronavirus #lávatelasmanos y #QuédateEnTuCasa #JuntosSaldremosAdelante https://t.co/TLXuwkHZ7L","March"
"2952","2020-03-29","@SkyNewsAust @rowandean WHY? Because #China has successfully brought the outbreak under control and now helps others e.g. #Italy when the #EuropeaUnion doesn't? #COVID19 is no one nation's fault and we are all not just nationally but internationally in this together! Get a hold of yourself @rowandean !","March"
"2953","2020-03-29","Ya yemin ederim imdat ya çok sıkıldım #Covid_19","March"
"2954","2020-03-29","Mañana estaré lanzando mi nuevo libro:
""El #COVID19 en los tiempos de las Coleras""

Descuento del 50% si traes una jabita chillona y olor a cola del ideal.","March"
"2955","2020-03-29","Wash your hands kids #WashYourHands #washyourhandschallenge #StayAtHomeAndStaySafe #Covid_19 https://t.co/WKU7MwUpSL","March"
"2956","2020-03-29","@JulienAubert84 1) pendant que tt le monde se consacre au #covid19 #julien ns bassine de politique  pr soigner sa stature en vue de futures échéances (tu es repéré) !!
2) c'est pas de l'égoïsme ça  de préférer sa petite personne à son département ! personne dans le #Vaucluse ne reçoit votre aide","March"
"2957","2020-03-29","#Ethiopia's #COVID19 case rises to 21. https://t.co/j03U8teNTv","March"
"2958","2020-03-29","Daily #coronavirus briefings  by @realDonaldTrump are mass sessions for  #gaslighting America. He does occasionally toss out bits of news, making it hard for TV to ignore. But we in media need to think how much is really live #MAGA rally-style enabling","March"
"2959","2020-03-29","#Covid_19 dan sonra ben 🔥 🔥 🔥 https://t.co/pcuzkxvFrH","March"
"2960","2020-03-29","#CoronaVirus Outside of China - 582,309 cases and 27,580 deaths.

To date a total of 30,880 deaths and 663,748 total #covid19 cases have been confirmed worldwide.

#CoronaVirusOutbreak https://t.co/zvtN4dqzGT","March"
"2961","2020-03-29","#chloroquine #COVID19france 
Pensez-vous que ces prochains jours des milliers de malades du #coronavirus vont essayer de se rendre à #Marseille pour être soignés par le professeur #Raoult ?","March"
"2962","2020-03-29","""don't forget to pack your kindness along with your bags""
@ChiefSciAdvisor
#COVID19
https://t.co/UwbDpPTI0C","March"
"2963","2020-03-29","Why are we competing against one another in a pandemic? What kind of sick reality show is this? 
#QuidProCOVID19 #CoronaUpdate #Covid_19 https://t.co/lvMLqH5s9H","March"
"2964","2020-03-29","@Airtel_Ug, can you quarantine your data gulping crocodile?! 
Just loaded usual amount of data, for even less activity and within minutes you claim I've used 70%?! 
How I wish it contracts #Covid_19 !! 
Cc @UCC_Official","March"
"2965","2020-03-29","Is there any sort of news or radio station that is free from all the #coronavirus #Covid_19 chat? I am under no illusions that this is serious and killing thousands of people but I can't take it much more I need a place to get away from it for 5 minutes #BreathingSpace","March"
"2966","2020-03-29","""Sir?!""😁 🥋 Sensei. #theeSensei #Richz✨ 
#SpreadtheeWealth

#tattooartist #louisiana #dope #1990 #batonrouge #covid19 #coronavirusmeme #coronavirus #quarantine #quarantinememes #quarantine #walmart #ps5 #playstation… https://t.co/x3W3w1Wfs5","March"
"2967","2020-03-29","Según #sanchez #españa tenia las medidas más restrictivas del mundo contra el #COVID19 y la propuesta de @QuimTorraiPla era política y se le acusó de insolidario. Ahora 15 días tarde y sepa Dios cuantas muertes de mas, le hace caso. Las medidas son las más duras de la galaxia?","March"
"2968","2020-03-29","🎥 Ponerse una marcarilla no tiene mucha ciencia, pero no falta aquel que no sabe cómo hacerlo 😷😁
👉🌐 https://t.co/GcB2b5SnxX

#⃣ #COVID_19 #COVIDー19  #Coronavirus","March"
"2969","2020-03-29","2 million of people packed in 365 km², suffering with medicines shortage, medical supplies due a military blockade by air, land, sea imposed since 2007. 
Imagine now #coronavirus hitting this place. 
It is called #Gaza
 #CoronaLockdown https://t.co/2sAEawICzF","March"
"2970","2020-03-29","Incompetence in action. @realdonaldtrump @WhiteHouse #coronavirus 
Inside the White House during '15 Days to Slow the Spread' https://t.co/sB9pg7mN2g","March"
"2971","2020-03-29","At @sainsburys #Penzance Only letting in one person at a time. Crazy times #CoronaVirus https://t.co/HkipZP8FeM","March"
"2972","2020-03-29","🖋 Support Aurora by signing “Why You Must Act Now” and I’ll deliver a copy to your officials too: https://t.co/c18t005UV0

📨 Last delivered to @LarryHogan, Delegate Chang, Senator Beidle and 2 more  #MDpolitics #MDpoli #COVID19 https://t.co/Q6ACPOtTeC","March"
"2973","2020-03-29","ما هي دقة أدوات تشخيص وفحص #فيروس_كورونا الجديد؟ وهل الصين على موعد لجولة ثانية من تفشي المرض؟👇

#COVID19 #كورونا 
https://t.co/CXdE2tDPxU","March"
"2974","2020-03-29","""#ScottMorrison said the measures were not yet legally binding."" Well, what a nonsense announcement! 🤦‍♂️ #COVID19 HT Gatherings restricted to two people in 'radical' plan to slow #coronavirus spread https://t.co/C2NCz2Ke8E via @ABCNews","March"
"2975","2020-03-29","'' The virus is faster than our bureaucracy'' Lessons learnt to relearn over again. The death of #BusinessAsUsual. Systemic approach with learning through quick  #experimental and #decentralized approach.
#Covid_19 #collaboration #data
#Awareness #support
https://t.co/8hGHh7Reip","March"
"2976","2020-03-29","The total number of military personnel killed was 2,335, including 2,008 navy personnel, 109 marines, and 218 army. Added to this were 68 civilians, making the total 2403 people dead. The latest tally per worldometers of #COVID19 deaths is 2,363.","March"
"2977","2020-03-29","#France

French Doctor @raoult_didier leading @ihu_marseille
has treated 1003 #coronavirus cases with a protocol hydroxychloroquine-azithromycine. Only 1 has died.","March"
"2978","2020-03-29","ସେ ଗାଁ ହେଉ କି ସହର ସାମାଜିକ ଦୂରତା ବଜାୟ ରଖିବା ଦ୍ଵାରା କରୋନା ଭୂତାଣୁ ସଂକ୍ରମଣରୁ ସୁରକ୍ଷିତ ରହିପାରିବା। ଅତି ଜରୁରୀ ନ ହେଲେ ଘରୁ ଜମା ବାହାରନ୍ତୁ ନାହିଁ। ନିଜର ତଥା ପରିବାରର ଯତ୍ନ ନିଅନ୍ତୁ। କରୋନା ଭୂତାଣୁ ସଂକ୍ରମଣ ନେଇ ନିଜେ ସଚେତନ ହେବା ସହ ଅନ୍ୟମାନଙ୍କୁ ମଧ୍ୟ ସଚେତନ କରନ୍ତୁ। #COVID19","March"
"2979","2020-03-29","A daily lemon juice, let's fight corona virus
#pyf #pyfaccommodation #YouthSA #Youth #SA #coronavirus https://t.co/HUyw1dez4k","March"
"2980","2020-03-29","I am using this time to learn who I am
.
.
.
#dFrontRo #goodvibesonly #RoannaMoodley #Wisdom #wisewords #inspiration #motivation #QueenRo #energiesarecontagious #CoronaVirus #Covid19 #CoronaVirusSA #LockdownNow https://t.co/ClpD2s8gZX","March"
"2981","2020-03-29","@SenTomCotton ""China virus:"" so weak from  Tom Cotton. Tin soldier. Never an original thought. #CoronavirusOutbreak","March"
"2982","2020-03-29","16 Hong Kong domestic workers were infected by their employers who traveled internationally
#COVID19  https://t.co/unWOXCsMcn","March"
"2983","2020-03-29","“Hindsight’s going to change everything.” @eatgiantchicago chef @jasonvincent00 talks about #COVID_19 and the food industry on the NEW #addpassionandstir #podcast with @NoKidHungry’s @billshore. https://t.co/Lmq9WKthxM https://t.co/jpQxfT8XyE
via @AddPassionStir","March"
"2984","2020-03-29","When I see #China data on #ChineseVirus19 it reminds me of practical classes during my #Engineering #Bachelors degree..when I used to mess up the experiment I was plotting my own data as per d expectation set by theory. 
#chinesevirus #ChinaVirus #ChineseVirusCorona #coronavirus https://t.co/x0PfYNe7Em","March"
"2985","2020-03-29","#COVID19 projections from The Institute for Health Metrics and Evaluation (IHME), an independent global health research center at the University of Washington: you can look up each state https://t.co/9z9cUkGe0Q #Covid_19 #Covid19usa #CoronaUpdate #coronavirusoutbreak https://t.co/y8aYYCNdoE","March"
"2986","2020-03-29","VIDEO – Preoţii sibieni se roagă să scăpăm de pandemia de #coronavirus https://t.co/OztFblJjre","March"
"2987","2020-03-29","This is a long ass month. TF is it March 61st?

#CoronaLockdown #coronavirus #SideEffectsOfQuarantineLife #clocksforward #MannKiBaat #ArrestKejriwal #SundayThoughts","March"
"2988","2020-03-29","I know I shouldn’t say it but I’m bored. #covid19 https://t.co/zuk3hGLDiM","March"
"2989","2020-03-29","Good thread about the #COVID19 #StimulusPackage -- it does some important and needed stuff, but... wow. https://t.co/pqJPGPqG6w","March"
"2990","2020-03-29","Did you know? #Quarantine originated from an #Italian word 'Quarantina'. Wow! #coronavirus #lockdownthoughts https://t.co/oqvpdZVwg4","March"
"2991","2020-03-29","#Coronavirus in SA https://t.co/DdSFcv2gGR","March"
"2992","2020-03-29","SERIOUSLY PEOPLE IN THE US, STAY THE FUCK HOME. STOP THINKING SOCIA DISTANCING MEANS YOU CAN HANG OUT WITH FRIENDS. STOP HAVING QUARANTINE PARTIES. #coronavirus #Covid_19 https://t.co/r1xACCRsiV","March"
"2993","2020-03-29","@amarqueomor @sandrasankarate Era su sexto europeo consecutivo. En cualquier caso cuando acabe toda esta Guerra contra #COVID19 , nuestra @sandrasankarate seguirà ganando europeos, mundiales y va a ser medalla de Oro en #Tokio2020 que se celebraràn en 2021.","March"
"2994","2020-03-29","Excessive mortality in Lombardy (= too many deaths in ~March 2020 in respect to an average year) may include preventable deaths from non-#Covid_19 related causes (e.g. accidents, other medical emergencies), which are a consequence of huge stress on the healthcare system.","March"
"2995","2020-03-29","Dear @realDonaldTrump ,
Please send your troops over the border and take out our nitwit @JustinTrudeau. He’s easy to find..holed up like a little mouse. Already on house arrest? 🤷🏼‍♂️#TrudeauDictatorship #TimesUp #USmilitary #MAGA #COVID19 #Adrenochrome #GITMO #BarrySherman #Pizza","March"
"2996","2020-03-29","Whilst on other news.... #COVID19

Revealed: £1bn of taxpayers' cash to help foreign countries buy British arms

https://t.co/0gifVoK9Me","March"
"2997","2020-03-29","إيلاء الاهتمام لاحتياجات المرأة وقيادتها يعزز الاستجابة ل #فيروس_كورونا
#خطيرة #Khateera 
#COVID_19 #COVID19 https://t.co/r2IlPuB8Or","March"
"2998","2020-03-29","#Dua #desperatetimes #CoronaVirus #COVID_19 https://t.co/TNSwXDxoL4","March"
"2999","2020-03-29","Why don't we have the help in the United States for #Covid19  @SpeakerPelosi @chuckschumer @senatemajldr This is why the people in this country are suffering you fking psychopath @SecPompeo you're committing genocide on the people who pay your god damn pay check! #Bernie2020 https://t.co/oV8wbX1Agb","March"
"3000","2020-03-29","@VirginRadioIT Hi everybody! This #song of mine is just a message! If you agree with me, please just share it! THANKS! #StaySafeStayHome 

https://t.co/KL9V0sjUQd
 
 #VirusCorona #Covid_19 #QuarantineLife #news #music #viral #TogetherWeCan #StayHome #StayAtHomeAndStaySafe","March"
"3001","2020-03-29","La mano invisible...del #coronavirus.

-Menos trabajo y la gente baja consumo de bienes y servicios. 
-Los negocios suspenden un tiempo hasta que cierran.
-Los negocios al cerrar dejan de pagar la renta.
-Los dueños de locales y los negocios dejan de pagar al banco.

No es fácil!","March"
"3002","2020-03-29","???? Va-t-il resté confiné jusqu'à la fin de cette pandémie ? #Covid_19 https://t.co/ICxKcZOjuj","March"
"3003","2020-03-29","#WeekendVibes #Covid19 #SociaDistancing #StayHome #StaySafe #SeaHorseLubricants #ThePowerOfYourDrive","March"
"3004","2020-03-29","@Valhalla_X0 5k for 40  
#stayhome 
#StaySafeNigeria 
#Covid_19 

Mawoussi Daniel 007161340001 BOA Beninrepublic","March"
"3005","2020-03-29","Just in: A somali citizen who lives in cape town South Africa tests positive of #Coronavirus.","March"
"3006","2020-03-29","@Democraciavmx @diegoluna_ Pobre Nacoactor... Por favor voltee a verlo... QUE NOS PRESUMA COMO HA, AYUDADO A LA GENTE... QUE HA HECHO COMO FIGURA PÚBLICA??? #coronavirus #CODVID19 #EnCuarentena #Covid_19 #QuedateEnLaCasa","March"
"3007","2020-03-29","Geschlossene Grenzen will niemand. Aber kontrollierte Grenzen sind von Vorteil. Hat aber nichts mit dem #CoronaVirus zu tun ... https://t.co/EOhzKa2l0x","March"
"3008","2020-03-29","عاجل: تسجيل 104 إصابة بفيروس كورونا خلال 24 ساعة..لترتفع الحصيلة إلى 463
وفيات : 26
وشفاء: 13
جهة الدار البيضاء: 133
#Covid_19 #كورونا_المغرب","March"
"3009","2020-03-29","#ULTIMOMINUTO || Los nuevos casos de #COVID_19 en #Venezuela se detectaron en: 

✓ 2 en Distrito Capital 
✓ 3 en Miranda
✓ 2 en Aragua 
✓ 2 en Barinas
✓ 1 en Zulia","March"
"3010","2020-03-29","@Aramisunchained mais surtout #KarineLacombe travaille kan contre le #Covid_19?!!!","March"
"3011","2020-03-29","Cuando no sabes sobre qué escribir durante la cuarentena y te parece adecuado hacer una noticia dando consejos sobre posturas y prácticas sexuales que evitan el contagio del coronavirus. Es oficial señores. Se nos va de las manos. #Covid_19 #CuarentenaCoronavirus #CODVID19 https://t.co/zIKAgazowS","March"
"3012","2020-03-29","Un pour tous tous pour un: la solidarité digitale 🇨🇭 s'organise pour lutter contre le #coronavirus . Chaque geste compte, soutenez nos petits commerçants! 💪https://t.co/AIJmBMRJnh via @bilanmagazine","March"
"3013","2020-03-29","#EstadosUnidos: Ejemplo de #desidia, #muerte y #odio.

#USA: Example of #neglect, #death and #hatred.

(#Coronavirus #Covid_19 #COVID19 #COVID2019 #COVIDー19) https://t.co/1hKlnACGnm","March"
"3014","2020-03-29","#บุรีรัมย์ #savechiangmai #โควิด19 #ไบร์ทวิน #Covid_19 #chejack #ไบร์ทกัน #เรือนจําบุรีรัมย์ #brightwin #OrnBNK48 #Mono29 #BTS #SUGA #ชราไลน์ #ล่าล้างบัญชี","March"
"3015","2020-03-29","#Coronavirus, ad #Assago una pediatra sempre disponibile
https://t.co/69eqcENFyP","March"
"3016","2020-03-29","Quarantine Day ??? - Curling up on the couch, under a blanket, with a hot cup of coffee and a new book. #read #Quarantine #LazySunday #StayHomeSaveLives #Covid_19 https://t.co/UeK47eYsMK","March"
"3017","2020-03-29","Cypriot Foreign Minister and his British counterpart discuss issues concerning the two countries’ nationals amid coronavirus pandemic 
https://t.co/r9boJF5ygH
#Cyprus #coronavirus #Cypruscoronavirus #UKcoronavirus #UK #UKCyprus","March"
"3018","2020-03-29","@GobiernodeChile No olviden que credibilidad y cercanía de Alcaldes es mucho mayor que la de políticos y gno central, @jmanalich debe trabajar CON ellos! Las estadísticas del @ministeriosalud son manipulables, certificado dice paro respiratorio y no que lo causó el #coronavirus","March"
"3019","2020-03-29","Awwn....bubu pronounced Covid19 so well😎😘Amidst all he addressed us well....God bless the leader himself 😎#StayAtHomeAndStaySafe  #LetsFightCovid19 #14daysofquarantine 🤧😇#COVID19","March"
"3020","2020-03-29","@FelipeKnightC @ColBolivariana @akanesita01 LEGADO DE HORROR. SIEMPRE SE RECORDARA QUE DURANTE LA ESTADIA DE #DuqueMiserable EN CASA DE NARI 🇨🇴 VIVIO LA PESADILLA DEL PEOR SISTEMA DE SALUD CREADO POR SU CRIMINAL PADRINO...#Covid_19","March"
"3021","2020-03-29","A few hours before #lockdown got everything in place #StayAtHomeAndStaySafe let’s play our part to prevent spread of #Covid_19 #CoronaUpdate #آعٌزٍلَ_نِفُسِکْ #untilltomorrow https://t.co/7OGI9OZmTw","March"
"3022","2020-03-29","@_tealswan @Kehlani @Beyonce @solangeknowles @UncleSego 

#myquarantineart #Covid_19 #coronavirus #CoronaUpdate https://t.co/1XmGVP34Ps","March"
"3023","2020-03-29","@MysterySolvent The obvious not-so- cryptic 
message from D-bag DJTJ 
would be the Chinese🥢
caused #Covid19 by eating 
🦇's...But, I genuinely prefer 
the 🦇Sh*t Crazy theory‼

     ps) Gr8 time for jokes 
Spanky...people  are dying‼
    🖕😷#COVIDIOT😷🖕 https://t.co/OVvf44EWqb","March"
"3024","2020-03-29","UDPATE: There are now 323 confirmed cases of COVID-19 (#coronavirus) in St. Louis County. This chart breaks down the age ranges of those patients. https://t.co/CJMvgZl58g","March"
"3025","2020-03-29","@DeoRampur सर, सिर्फ़ नाली? आपको नही लगता यह कम है। ऐसे लोग जो मानवता के नाम पर धब्बा है उनसे तो रोज़ नाली, सीवर व गटर साफ़ कराने चाहिए। तभी सुधरेंगे ऐसे लोग। #CoronaVillains #COVID19","March"
"3026","2020-03-29","@escenico2010 @bancoconsorcio Tienes suerte de que no abusen de ud ... yo tuve que tomar un crédito por las cuotas de marzo abril y mayo.. las cuotas eran de 512 mil cada una. en abril del 2023 comenzaré a pagar estas 3 cuotas a 614 mil cada https://t.co/c1zU0WjkOL no muero por #COVID19 moriré por la economia","March"
"3027","2020-03-29","私が3/26に行ったヘルプ先の真横にあるスタバで働いているスタッフの人が3/27にコロナ感染が確認されたんですけど、もし私が感染したらこれは完全に私のバイト先の会社の責任ですよね？全然ヘルプなんて行きたくなかったのに行ったんです。シフトにヘルプが勝手に組み込まれる方式なので
#Covid_19","March"
"3028","2020-03-29","Leo esto y más rabia me da. Si sabían de la pandemia y se hicieron los bobos. #coronavirus https://t.co/y6mu7pujOQ","March"
"3029","2020-03-29","Evden Çıkmaın La nolr
▪︎
▪︎
▪︎
#EvdeKal #EvdekalEvdekal #EvdeKalTurkiye #GT #CoronavirusPandemic #Korona #corona https://t.co/M8VPmVW0Aw","March"
"3030","2020-03-29","#Italien Heiß diskutierte Frage, konträre Interpretationen: Dürfen Kinder raus oder nicht? In Florenz gibt‘s die erste Strafe für Vater mit Sohn. Bürgermeister (Prato): „Besser gelangweilte Kinder als an #COVIDー19 erkrankte Kinder“ #coronavirus #COVID19italia https://t.co/Gq349iqcfY","March"
"3031","2020-03-29","Hay que entender el #coronavirus y saber qué hacer frente a él. No le tengas miedo, sí respeto. Conócelo y actúa. https://t.co/aVEu8WtquR","March"
"3032","2020-03-29","#Video | #Fútbol ⚽

¡PARA HACERLO EN CASA!

El Doctor Herbella, exfutbolista y actual comentarista de nuestra señal, te enseña a fabricar un barbijo casero para protegerte del #coronavirus.
https://t.co/6WqAg6tdUd","March"
"3033","2020-03-29","Salvini oggi andrà a citofonare la gente per chiedere: ""Ma lei oggi ha dormito un'ora in più o una in meno?""

#Terremoto #oralegale #coronavirus #BuonaDomenica #COVID19 #Salvini #MatteoSalvini #coronavirusitalIa #Coronaviriusitalia #COVID19italia","March"
"3034","2020-03-29","WILL FAMILIES WHO
LOSE LOVED ONES to #Covid_19
BRING
LAWSUITS AGAINST #POTUS45?

—Before it’s TOO LATE,
We MUST Be AWARE that
#Trump’s a LIAR🚨
Who ONLY CARES about HIMSELF

#TRUMP🤥 is NO #CHRISTIAN
🤦‍♂️He has
no MORALS
no SYMPATHY
no LOVE for his NEIGHBOR
or his FELLOW #AMERICANS https://t.co/mggyIgAJPV","March"
"3035","2020-03-29","A sensible direction India folks. You may get your soaps and sweets. #21DaysLockDown #CoronaVirusPandemic My aunt in Ramnad, not able to get Protinex. Off the shelves. No one cares! https://t.co/ao3gAZHc7Q","March"
"3036","2020-03-29","La cifra de infectados con #coronavirus asciende a 52.547 en Alemania y ya hay 389 muertos.","March"
"3037","2020-03-29","Had to take to boat out for a spin today. #SocialDistancing #Covid_19 #CoronavirusPandemic #NotDying4WallStreet https://t.co/C3R6Vilu10","March"
"3038","2020-03-29","@matteosalvinimi #felpino dai su sai benissimo che la somma va divisa solo tra chi vive in povertà e non tra i 60 milioni di italiani.
Non fare lo stupidino prepara la cartella e pronto per la scuola. 
Senza merenda!
#COVID2019italia #coronavirus #COVID19italia #superfelpino 🇮🇹","March"
"3039","2020-03-29","@JustLouiseBurke @jonfavs @billprady They actually do crash their cars, at higher rate than #Covid_19 admissions. But let's shut down the world because the media got everyone whipped into a frenzy #panicdemic","March"
"3040","2020-03-29","B5. A sign of the times. (Yes, this is real) #CoronaDiaries #COVID19 #Covid_19 #ToiletPaperPanic #toiletpapercrisis https://t.co/Mvcf7A2ItN","March"
"3041","2020-03-29","So walk to my town centre to pick up some essentials starts sleeting and hailing and BIG que all down the side of Aldi to get in !!! I give up 👎🏻😝 #Covid19 + bad weather + minus treats at least I’ve got my daily exercise in have a gr8 Sunday all x https://t.co/UB65QBrCp4","March"
"3042","2020-03-29","Wie schlimm ist die Coronapandemie? Wann ist sie vorbei? Was macht eigentlich die #UNO? Und wieso leugnet Brasiliens Präsident die Gefahr? #COVID19 
https://t.co/4QpiQLQoI1","March"
"3043","2020-03-29","Glad that the zip code map is coming back to #MecklenburgCounty to show where #Covid19 cases are.  Knowledge is power!","March"
"3044","2020-03-29","I just referred to my dressing gown as my cardigan so there's that #COVID19 #IsolationLife","March"
"3045","2020-03-29","@RyanAFournier Go back to the #UnitedKingdom,  #PrinceHarry and #MeghanMarkle!!! We can't even financially help OUR #UnitedStates citizens, at the present time!! #COVID19 #CoronaUpdate #ChinaVırus","March"
"3046","2020-03-29","Total Coronavirus Cases: 720,480
Current Deaths: 33,917
Total Recoveries: 150,918
 #Coronavirus #Corona #Covid19 #CoronaVirusUpdate","March"
"3047","2020-03-29","In a dark time, the eye begins to see

 - Theodore roethke
#coronavirus
#stayhome","March"
"3048","2020-03-29","“I froze,” Mr. Darhan, 34, said. “I wanted to hug them, but it did not feel safe. I don’t know when I would feel safe hugging them again.” 
#COVID19 #Coronavirus https://t.co/ljwJyvGkeI","March"
"3049","2020-03-29","Das Video auf Netflix von 2018!! 

#Covid_19 #Coronakrise #coronavirus #netflix #CoronaUpdate #Quarantine https://t.co/Oynlxq6m84","March"
"3050","2020-03-29","The latest AZ News To Use! https://t.co/DTeWyvetHj Thanks to @Nat_25C @dannowicki #covid19 #armchairtravel","March"
"3051","2020-03-29","Also, we wrote an #API for #CoronavirusOutbreak  Daily Infection rates, which goes down to the county level in the United States.

It's free and open for use to the public.  

https://t.co/dX8Xg7NUKc

#api #startup #travel","March"
"3052","2020-03-29","Dag 2 van #lockdownsa: @trav_wilkins en @angelique_edw het belowe dat die maaltye elke dag so sal lyk.
#covid_19 #koronavirus @ South Africa https://t.co/0n0me9CSB6","March"
"3053","2020-03-29","Enough of this campaign speech masquerading as a #COVID19 press  conference. It’s such rubbish. https://t.co/GmGkyBOg4H","March"
"3054","2020-03-29","Me pueden comer a lengua si les da la gana, pero como es posible que una persona que esté en 10mo semestre a puertas de entrar a internado sea tan irresponsable de viajar a su pueblo sabiendo que estuvo en contacto con el caso del taxista? ES UNA IRRESPONSABILIDAD!! #covid19","March"
"3055","2020-03-29","Nuestrxs peques os mandan un mensaje en vídeo a todos para que todo salga bien. Puedes mandar tus dibujos ""Todo saldrá bien"" a hola@crezcofamilias.com #TodoSaldráBien #QuédateEnCasa #YoMeQuedoEnCasa #TodoIráBien #totaniràbé #tuttoandràbene #Covid_19
🎞 ▶https://t.co/I6t1BmuS8s https://t.co/Jy29PNh9AE","March"
"3056","2020-03-29","Danke an alle die uns die Zeit so vertreiben mit ihrer Arbeit an #podcasts oder #Streams. In meinem Fall an @siggismallz, @EsumePatrick @BjoernWerner @FurPille oder halt auch @StaiyLIVE  der wirklich intelligenten Content macht wie ich finde bei den Talks. #coronavirus #corona","March"
"3057","2020-03-29","La estrategia para desviar la atención #Covid_19 https://t.co/3TGKrFWJkC","March"
"3058","2020-03-29","#Coronavirus cannot be passed on from newspapers, #World_Health_Organisation confirms https://t.co/ULCfr7lk10 @Daily_Express https://t.co/xJSix4ljGq","March"
"3059","2020-03-29","#SocialDistancing #pandemic #COVID19 #Canada https://t.co/JibQmLpkGo","March"
"3060","2020-03-29","At they end of the day, we all share this planet. #Covid_19 #coronavirusirl https://t.co/jhEpQmB2aP","March"
"3061","2020-03-29","Ed ora la fame diventa più che mai manodopera al soldo della criminalità organizzata.
#lacamorraèunamontagnadimerda
#Covid_19
#coronavirus","March"
"3062","2020-03-29","En #Cuba hasta el 28 de marzo se encuentran ingresados   en los centros de aislamiento y atención creados con este fin, 2 mil 317 pacientes; de ellos 115 extranjeros y 2 mil 202 cubanos.  https://t.co/Mbumot1jNP #COVID19 https://t.co/3cVCnLeiox","March"
"3063","2020-03-29","#TraderJoes I can always count on you to come through in the tough times  #coronavirus #COVIDー19 @TraderJoesList mammasimmons https://t.co/kFmETy7AfO","March"
"3064","2020-03-29","I've always believed that China is culpable of the #COVID19 Virus. https://t.co/bi5wxuGfbH","March"
"3065","2020-03-29","Here is what Africa's major #entrepreneurs reveal on the impact of #COVID19 on businesses @MadeItInAfrica.
@MbuguaFelix comments on the impact just as much as we should understand that we can get through this by working from home. Hit us up today.https://t.co/mX81bm0rxb https://t.co/bl2ya7e4eX","March"
"3066","2020-03-29","@Beyonce gone always look good tho! #StayAtHomeAndStaySafe #coronavirus pandemic side effects! https://t.co/2w0dPyAqNk","March"
"3067","2020-03-29","Diagnosticaron el cuarto caso de #coronavirus en #Morón: es una mujer de 43 años que fue derivada a un sanatorio de Avellaneda - #PrimerPlanoOnline
https://t.co/I7yVdQIsRe","March"
"3068","2020-03-29","Name me another country that fights #coronavirus with #Armani disposable gowns, #Ferrari respirators, #Gucci masks and #Bulgari hydroalcoholic gel. 

True story. 

#COVID19italia","March"
"3069","2020-03-29","#EnCifras | Conoce la distribución de casos positivos de #coronavirus en #Venezuela para este #29Mar 

#QuedateEnCasa #Lara #LaPrensaLara https://t.co/cW2mAvQW9g","March"
"3070","2020-03-29","Give $2000/month to every American #moneyforthepeople #covid19 - Sign the Petition! https://t.co/KbLAaiaT0j via @Change","March"
"3071","2020-03-29","@realDonaldTrump I hate you more now. You suck! S
#Covid_19 #TrumpGenocide #TrumpLiesAmericansDie","March"
"3072","2020-03-29","@AngelaSterritt Hi Angela, this is #disinformation. The #BCgovernment continues to restrict who can be tested for #COVID19 in #BC (&amp; has since January, 2020). There is no credible epidemiological statistical data about prevalence, so any modeling done in BC is pure fiction.","March"
"3073","2020-03-29",".@AARP @votevets @SnowbirdsRV @MeetThePress @FaceTheNation @ThisWeekABC @FoxNews @GOP @Culinary226 @FarmersAlmanac @SrBoomerGuide @USATODAY @euronews #StayAtHomeAndStaySafe #COVID19 #coronavirus #CoronavirusOutbreak # https://t.co/F7PuKKWT0Z","March"
"3074","2020-03-29","@SerglocSergio @francang1950 @repubblica Collaborazione solidale non significa omologazione verso un pensiero ma la conservazione del proprio pensiero in reciproco rispetto.

Il musulmano è rivolto nella sua direzione, l'ebreo verso un'altra, ma uniti dalla civiltà.

#COVID19","March"
"3075","2020-03-29","All Social Security Administration field offices are currently closed, causing service delays. To help navigate Social Security during the #COVID19 pandemic, the SSA recently published a website with  info: https://t.co/3NMs8ScPy5 #mapoli #COVID19MA","March"
"3076","2020-03-29","In Portland, Oregon, @KPNorthwest 
is encouraging non-essential employees whose family have #Covid_19 to return to work. In case you needed yet another reason to support abolishing private insurance.","March"
"3077","2020-03-29","Did Sen. @stgatchalian just threw shade to @SenKokoPimentel during his radio interview? 😂 Yung wala ka ngang symptoms pero libot ka ng libot, nagshopping ka pa. Hahahaha #COVID19","March"
"3078","2020-03-29","One communist Govt creates #coronavirus
Other communist govt spreads it 

Thousands of migrant workers gather in Kottayam, Kerala, to go back home amidst coronavirus outbreak. Watch video https://t.co/u8ZUVFDwjb","March"
"3079","2020-03-29","Reportage dur qui nous montre la réalité contre le #Covid_19 directement à l'hôpital respect aux soignants médecins infirmières qui bossent dans des conditions déplorables pas de matériel aller à la guerre sans arme c'est inadmissible 😢🙏 #zoneinterdite @M6 #Covid_19France","March"
